Gene name,Chromosome,Orientation,Left ORF border,Right ORF border,Left txn border,Right txn border,ORF length,Left UTR,Right UTR
SPCC16C4.18c,chromosome3,-,700165,701681,700016,701721,1516,149,40
SPCC16C4.19 ,chromosome3,+,657704,658258,657500,NA,554,204,NA
SPCC16C4.20c,chromosome3,-,660851,661181,660474,661188,330,377,7
SPCC16C4.21,chromosome3,+,671310,671555,NA,NA,245,NA,NA
SPCC16C4.22,chromosome3,+,684828,685192,NA,NA,364,NA,NA
SPCC1739.01,chromosome3,+,2025579,2027330,2024451,2027971,1751,1128,641
SPCC1739.02c ,chromosome3,-,2028281,2029030,2028247,2029125,749,34,95
SPCC1739.03,chromosome3,+,2029655,2032785,2029511,2033306,3130,144,521
SPCC1739.04c,chromosome3,-,2033032,2034006,2032921,2034351,974,111,345
SPCC1739.05 ,chromosome3,+,2035761,2036720,2035726,2036880,959,35,160
SPCC1739.06c ,chromosome3,-,2037952,2039442,2037761,2039961,1490,191,519
SPCC1739.07 ,chromosome3,+,2041284,2041685,2041225,2042655,401,59,970
SPCC1739.08c,chromosome3,-,2043282,2044067,NA,NA,785,NA,NA
SPCC1739.09c ,chromosome3,-,2046661,2047335,2046451,2047388,674,210,53
SPCC1739.10,chromosome3,+,2047936,2048946,2047605,2049147,1010,331,201
SPCC1739.11c,chromosome3,-,2049415,2052552,2049201,2052557,3137,214,5
SPCC1739.12,chromosome3,+,2053618,2054535,2053548,2056571,917,70,2036
SPCC1739.13 ,chromosome3,+,2057243,2059186,2057066,2059265,1943,177,79
SPCC1739.14,chromosome3,+,2059929,2062892,2059929,2063005,2963,0,113
SPCC1739.15 ,chromosome3,+,2064452,2065781,NA,NA,1329,NA,NA
SPCC1742.01,chromosome3,-,959281,963972,959281,963972,4691,0,0
SPCC1753.01c,chromosome3,-,1540948,1541914,1540727,1542102,966,221,188
SPCC1753.02c,chromosome3,-,1543181,1544581,1542376,NA,1400,805,NA
SPCC1753.03c,chromosome3,-,1547888,1549069,NA,NA,1181,NA,NA
SPCC1753.04,chromosome3,+,1550004,1551065,1549911,1551232,1061,93,167
SPCC1753.05,chromosome3,+,1551694,1552584,1551562,1552607,890,132,23
SPCC1795.01c,chromosome3,+,997688,998620,997511,998720,932,177,100
SPCC1795.02c ,chromosome3,+,995522,996816,995257,997125,1294,265,309
SPCC1795.03,chromosome3,-,993568,994804,993001,994981,1236,567,177
SPCC1795.04c ,chromosome3,+,990713,991628,990692,991955,915,21,327
SPCC1795.05c ,chromosome3,+,988847,989422,NA,NA,575,NA,NA
SPCC1795.06,chromosome3,-,986079,986684,NA,NA,605,NA,NA
SPCC1795.07 ,chromosome3,-,984466,984991,NA,985137,525,NA,146
SPCC1795.08c ,chromosome3,+,981120,984243,981011,984422,3123,109,179
SPCC1795.09,chromosome3,-,978613,980178,NA,NA,1565,NA,NA
SPCC1795.10c ,chromosome3,+,977441,978124,977216,978482,683,225,358
SPCC1795.11,chromosome3,-,974761,976671,974081,976722,1910,680,51
SPCC1795.12c,chromosome3,+,972824,973162,972824,973972,338,0,810
SPCC18.01c ,chromosome3,-,1948578,1951973,1948578,1952180,3395,0,207
SPCC18.02 ,chromosome3,+,1953655,1955001,1953336,1955372,1346,319,371
SPCC18.03 ,chromosome3,+,1955764,1958997,1955756,1959168,3233,8,171
SPCC18.04,chromosome3,+,1960130,1962798,1960130,1962906,2668,0,108
SPCC18.05c ,chromosome3,-,1963108,1964774,1963016,1964774,1666,92,0
SPCC18.06c,chromosome3,-,1965839,1966837,1965492,1966868,998,347,31
SPCC18.07 ,chromosome3,+,1969337,1970329,1969067,1970443,992,270,114
SPCC18.08 ,chromosome3,+,1971017,1972612,1970883,1972643,1595,134,31
SPCC18.09c ,chromosome3,-,1972757,1973690,1972750,1973795,933,7,105
SPCC18.10 ,chromosome3,+,1974771,1976071,1974677,1976491,1300,94,420
SPCC18.11c,chromosome3,-,1976023,1976436,1975555,1976655,413,468,219
SPCC18.12c ,chromosome3,-,1977223,1978301,1977207,1978528,1078,16,227
SPCC18.13 ,chromosome3,+,1978895,1980233,1978526,1980286,1338,369,53
SPCC18.14c,chromosome3,-,1980629,1981891,1980617,1981891,1262,12,0
SPCC18.15,chromosome3,+,1983372,1984882,1983366,1985181,1510,6,299
SPCC18.16c,chromosome3,-,1985451,1985942,1985403,1985951,491,48,9
SPCC18.17c,chromosome3,-,1986673,1988139,1986390,1988150,1466,283,11
SPCC18.18c ,chromosome3,-,1988631,1990722,NA,NA,2091,NA,NA
SPCC1827.01c,chromosome3,-,2374120,2376078,2373975,2376176,1958,145,98
SPCC1827.02c ,chromosome3,-,2377039,2378127,2376397,2378127,1088,642,0
SPCC1827.03c ,chromosome3,-,2378485,2380023,2378376,2380411,1538,109,388
SPCC1827.04,chromosome3,+,2382732,2384534,2382500,2384592,1802,232,58
SPCC1827.05c ,chromosome3,-,2384697,2385659,2384697,2385693,962,0,34
SPCC1827.06c ,chromosome3,-,2386150,2387527,2386076,2387563,1377,74,36
SPCC1827.07c ,chromosome3,-,2388627,2391071,2388388,2391302,2444,239,231
SPCC1827.08c,chromosome3,-,2371994,2373079,2371775,2373316,1085,219,237
SPCC1840.01c,chromosome3,-,2247592,2248164,2247366,2248193,572,226,29
SPCC1840.02c,chromosome3,-,2249279,2255146,2248850,2256606,5867,429,1460
SPCC1840.03,chromosome3,+,2260282,2263569,2260015,2263701,3287,267,132
SPCC1840.04 ,chromosome3,+,2263967,2265456,2263967,NA,1489,0,NA
SPCC1840.05c ,chromosome3,-,2265658,2267920,2265570,2267937,2262,88,17
SPCC1840.06 ,chromosome3,-,2268884,2269721,2268705,2269751,837,179,30
SPCC1840.07c ,chromosome3,-,2270637,2271635,2270193,2271635,998,444,0
SPCC1840.08c ,chromosome3,-,2272159,2273844,2271785,2273930,1685,374,86
SPCC1840.09,chromosome3,-,2274368,2275198,2274207,2275471,830,161,273
SPCC1840.10 ,chromosome3,+,2277902,2278303,2277890,NA,401,12,NA
SPCC1840.11 ,chromosome3,+,2279333,2279878,NA,2280257,545,NA,379
SPCC1840.12 ,chromosome3,+,2281612,2284101,NA,NA,2489,NA,NA
SPCC188.02,chromosome3,+,1475777,1477978,1475605,1477978,2201,172,0
SPCC188.03,chromosome3,+,1478304,1481141,1478304,1481270,2837,0,129
SPCC188.04c,chromosome3,-,1481138,1481966,NA,NA,828,NA,NA
SPCC188.05,chromosome3,+,1482007,1482273,NA,NA,266,NA,NA
SPCC188.06c,chromosome3,-,1483088,1485136,1483031,1485176,2048,57,40
SPCC188.07,chromosome3,+,1486303,1488510,1486167,1488586,2207,136,76
SPCC188.08c ,chromosome3,-,1488934,1492390,1488861,1492436,3456,73,46
SPCC188.09c,chromosome3,-,1492938,1494767,NA,NA,1829,NA,NA
SPCC188.10c,chromosome3,-,1497980,1500664,NA,NA,2684,NA,NA
SPCC188.11,chromosome3,+,1502692,1504456,1502610,1504592,1764,82,136
SPCC188.12 ,chromosome3,+,1504941,1506145,NA,NA,1204,NA,NA
SPCC188.13c,chromosome3,-,1506166,1510290,NA,1510532,4124,NA,242
SPCC1884.01,chromosome3,+,36972,38788,NA,NA,1816,NA,NA
SPCC1884.02,chromosome3,+,43854,45071,43573,NA,1217,281,NA
SPCC18B5.01c,chromosome3,-,709415,714007,709201,715415,4592,214,1408
SPCC18B5.02c,chromosome3,-,717851,718869,NA,NA,1018,NA,NA
SPCC18B5.03,chromosome3,+,722234,724867,722016,725590,2633,218,723
SPCC18B5.04 ,chromosome3,+,726010,726510,725975,726747,500,35,237
SPCC18B5.05c ,chromosome3,-,727030,728013,NA,NA,983,NA,NA
SPCC18B5.06 ,chromosome3,+,729133,730522,729112,730708,1389,21,186
SPCC18B5.07c,chromosome3,-,731472,733221,730982,733235,1749,490,14
SPCC18B5.08c ,chromosome3,-,733421,736342,733403,736374,,18,32
SPCC18B5.09c,chromosome3,-,737520,737870,737089,NA,350,431,NA
SPCC18B5.10c ,chromosome3,-,738016,739255,NA,NA,1239,NA,NA
SPCC18B5.11c,chromosome3,-,739402,741230,NA,741321,1828,NA,91
SPCC1902.01,chromosome3,-,1666310,1668877,1665576,1669701,2567,734,824
SPCC1902.02 ,chromosome3,-,1662895,1664798,1662552,1665136,1903,343,338
SPCC1906.01,chromosome3,+,2012842,2013933,2012517,2014441,1091,325,508
SPCC1906.02c ,chromosome3,-,2014833,2016578,NA,2016585,1745,NA,7
SPCC1906.03 ,chromosome3,+,2017717,2019288,NA,NA,1571,NA,NA
SPCC1906.04 ,chromosome3,+,2020201,2021357,NA,NA,1156,NA,NA
SPCC191.01,chromosome3,+,1706461,1706997,1705835,1707650,536,626,653
SPCC191.02c ,chromosome3,-,1708234,1710222,1707927,1710511,1988,307,289
SPCC191.03c,chromosome3,-,1710941,1711294,1710842,NA,353,99,NA
SPCC191.04c,chromosome3,-,1711522,1711824,NA,NA,302,NA,NA
SPCC191.05c ,chromosome3,-,1712319,1712954,1711998,1713536,635,321,582
SPCC191.06,chromosome3,+,1714139,1714555,NA,NA,416,NA,NA
SPCC191.07 ,chromosome3,+,1714735,1715064,1714636,1715735,329,99,671
SPCC191.08,chromosome3,+,1716751,1717155,1716751,1717605,404,0,450
SPCC191.09c,chromosome3,-,1719325,1720014,NA,NA,689,NA,NA
SPCC191.10,chromosome3,+,1721828,1722277,NA,NA,449,NA,NA
SPCC191.11,chromosome3,+,1724306,1726051,NA,NA,1745,NA,NA
SPCC1919.01,chromosome3,+,2204298,2205735,2204136,2206062,1437,162,327
SPCC1919.02 ,chromosome3,+,2206373,2207470,2206281,2207602,1097,92,132
SPCC1919.03c ,chromosome3,-,2207736,2208999,2207548,2209032,1263,188,33
SPCC1919.04,chromosome3,+,2211103,2211873,2211103,2212441,770,0,568
SPCC1919.05 ,chromosome3,+,2212760,2216929,2212718,2218217,4169,42,1288
SPCC1919.06c ,chromosome3,-,2219127,2220191,NA,NA,1064,NA,NA
SPCC1919.07,chromosome3,+,2221583,2222203,2221570,2222203,620,13,0
SPCC1919.08c ,chromosome3,-,2222223,2222571,2221461,2222571,348,762,0
SPCC1919.09,chromosome3,+,2223154,2224257,2223154,2224651,1103,0,394
SPCC1919.10c,chromosome3,-,2225048,2229731,2224925,2229930,4683,123,199
SPCC1919.11,chromosome3,+,2231761,2233381,NA,NA,1620,NA,NA
SPCC1919.12c ,chromosome3,-,2233448,2235979,2231583,NA,2531,1865,NA
SPCC1919.13c,chromosome3,-,2236152,2237123,NA,2237138,971,NA,15
SPCC1919.14c ,chromosome3,-,2237547,2239202,2237547,2239335,1655,0,133
SPCC1919.15,chromosome3,+,2239975,2242053,2239885,2242143,2078,90,90
SPCC23B6.01c ,chromosome3,-,1264730,1266754,1264462,1266937,2024,268,183
SPCC23B6.02c,chromosome3,-,1268069,1268564,1267982,NA,495,87,NA
SPCC23B6.03c,chromosome3,-,1268997,1277435,1268750,NA,8438,247,NA
SPCC23B6.04c ,chromosome3,-,1277873,1280899,1277717,NA,3026,156,NA
SPCC23B6.05c,chromosome3,-,1281886,1282364,NA,1282392,478,NA,28
SPCC24B10.02c ,chromosome3,-,903550,904899,903461,905056,1349,89,157
SPCC24B10.03,chromosome3,+,906321,906894,NA,NA,573,NA,NA
SPCC24B10.04,chromosome3,+,907686,908285,907642,908631,599,44,346
SPCC24B10.05 ,chromosome3,+,908977,909465,908961,909621,488,16,156
SPCC24B10.06,chromosome3,+,910510,911259,910392,911931,749,118,672
SPCC24B10.07,chromosome3,+,913117,914897,912536,915011,1780,581,114
SPCC24B10.08c ,chromosome3,-,915382,916695,915175,916695,1313,207,0
SPCC24B10.09 ,chromosome3,+,917864,918326,917864,918367,462,0,41
SPCC24B10.10c ,chromosome3,-,918772,919839,918421,919906,1067,351,67
SPCC24B10.11c ,chromosome3,-,920455,921221,NA,NA,766,NA,NA
SPCC24B10.12 ,chromosome3,+,921422,921946,921391,NA,524,31,NA
SPCC24B10.13,chromosome3,+,923069,923491,NA,NA,422,NA,NA
SPCC24B10.14c,chromosome3,-,924212,924936,NA,NA,724,NA,NA
SPCC24B10.15,chromosome3,+,927999,929387,927385,929387,1388,614,0
SPCC24B10.16c,chromosome3,-,929755,930087,929475,930246,332,280,159
SPCC24B10.17 ,chromosome3,+,930591,931386,930521,931841,795,70,455
SPCC24B10.18,chromosome3,+,932022,932638,932007,932775,616,15,137
SPCC24B10.19c,chromosome3,-,932963,934446,932830,NA,1483,133,NA
SPCC24B10.20,chromosome3,+,937803,938567,NA,NA,764,NA,NA
SPCC24B10.21,chromosome3,+,939945,940694,939926,940750,749,19,56
SPCC24B10.22 ,chromosome3,+,941416,944472,NA,944601,3056,NA,129
SPCC285.03 ,chromosome3,+,1797992,1799806,1797992,1799940,1814,0,134
SPCC285.04 ,chromosome3,+,1801071,1801445,1800821,1801445,374,250,0
SPCC285.05 ,chromosome3,+,1802662,1803708,1802140,1803792,1046,522,84
SPCC285.06c,chromosome3,-,1805169,1806450,NA,NA,1281,NA,NA
SPCC285.07c ,chromosome3,-,1807004,1808534,NA,NA,1530,NA,NA
SPCC285.08 ,chromosome3,+,1809365,1810259,1809346,1810336,894,19,77
SPCC285.09c,chromosome3,-,1811032,1812631,1810337,1812646,1599,695,15
SPCC285.10c,chromosome3,-,1814335,1815483,1814240,1816000,1148,95,517
SPCC285.11 ,chromosome3,+,1816102,1817572,1816102,1818035,1470,0,463
SPCC285.12 ,chromosome3,+,1818424,1818819,1818365,1819080,395,59,261
SPCC285.13c ,chromosome3,-,1819117,1821327,1819027,1821448,2210,90,121
SPCC285.14 ,chromosome3,+,1823374,1827049,1823315,1827606,3675,59,557
SPCC285.15c ,chromosome3,-,1827104,1827360,1826948,1827360,256,156,0
SPCC285.16c,chromosome3,-,1827802,1831681,1827717,1831681,3879,85,0
SPCC285.17,chromosome3,+,1831983,1833060,1831952,1834097,1077,31,1037
SPCC290.02 ,chromosome3,+,1992766,1993845,1992605,1994035,1079,161,190
SPCC290.03c,chromosome3,-,1994322,1999316,1994202,1999428,4994,120,112
SPCC290.04,chromosome3,+,2001292,2003482,2001186,2004268,2190,106,786
SPCC297.03,chromosome3,+,1878714,1880672,1878472,1882173,1958,242,1501
SPCC297.04c ,chromosome3,-,1881316,1882072,1881177,1882277,756,139,205
SPCC297.05 ,chromosome3,+,1882768,1885689,1882495,1885740,2921,273,51
SPCC297.06c ,chromosome3,-,1885962,1886654,1885787,1886855,692,175,201
SPCC2H8.02 ,chromosome3,+,828546,830297,828003,NA,1751,543,NA
SPCC2H8.04,chromosome3,+,831178,832042,831178,832070,864,0,28
SPCC2H8.05c,chromosome3,-,832347,833000,832236,833392,653,111,392
SPCC306.02c ,chromosome3,-,408244,408823,407635,408845,579,609,22
SPCC306.03c,chromosome3,-,409839,412067,409505,NA,2228,334,NA
SPCC306.04c,chromosome3,-,412765,415527,412476,415886,2762,289,359
SPCC306.05c ,chromosome3,-,416424,417577,416164,417647,1153,260,70
SPCC306.06c ,chromosome3,-,418476,419473,418140,419518,997,336,45
SPCC306.07c ,chromosome3,-,420000,421135,419790,421165,1135,210,30
SPCC306.08c ,chromosome3,-,421703,422728,421703,422870,1025,0,142
SPCC306.09c,chromosome3,-,424547,426276,423806,426338,1729,741,62
SPCC306.10 ,chromosome3,+,427445,428763,NA,NA,1318,NA,NA
SPCC306.11,chromosome3,+,430788,431639,430465,432221,851,323,582
SPCC31H12.02c ,chromosome3,-,623607,624527,NA,NA,920,NA,NA
SPCC31H12.03c ,chromosome3,-,625488,626225,625104,626261,737,384,36
SPCC31H12.04c ,chromosome3,-,627212,627804,626977,627804,592,235,0
SPCC31H12.05c,chromosome3,-,628996,630443,628407,630495,1447,589,52
SPCC31H12.06,chromosome3,+,632248,633654,632090,634018,1406,158,364
SPCC31H12.07 ,chromosome3,+,634309,636761,634292,636930,2452,17,169
SPCC31H12.08c,chromosome3,-,637461,639533,637461,639571,2072,0,38
SPCC320.03 ,chromosome3,-,165922,168525,165855,170750,2603,67,2225
SPCC320.04c ,chromosome3,+,163074,165561,NA,NA,2487,NA,NA
SPCC320.05 ,chromosome3,-,159993,161996,159855,162280,2003,138,284
SPCC320.06,chromosome3,-,158577,159503,NA,159503,926,NA,0
SPCC320.07c,chromosome3,+,155906,158191,NA,NA,2285,NA,NA
SPCC320.08 ,chromosome3,-,151307,152824,151116,152875,1517,191,51
SPCC320.09 ,chromosome3,-,149153,150472,NA,NA,1319,NA,NA
SPCC320.10 ,chromosome3,-,146210,148128,146210,148149,1918,0,21
SPCC320.11c ,chromosome3,+,144380,145237,144350,145617,857,30,380
SPCC320.12 ,chromosome3,-,143220,143843,142975,144130,623,245,287
SPCC320.13c,chromosome3,+,141662,142729,141657,142975,1067,5,246
SPCC320.14 ,chromosome3,-,139222,140193,139017,140447,971,205,254
SPCC330.01c,chromosome3,-,102685,105576,102493,105601,2891,192,25
SPCC330.02,chromosome3,+,105680,107419,NA,NA,1739,NA,NA
SPCC330.03c ,chromosome3,-,109871,110502,109866,110525,631,5,23
SPCC330.04c,chromosome3,-,112305,113378,NA,NA,1073,NA,NA
SPCC330.05c,chromosome3,-,115781,116575,115643,116631,794,138,56
SPCC330.06c ,chromosome3,-,118423,118893,118282,118995,470,141,102
SPCC330.07c ,chromosome3,-,120913,122415,120575,122632,1502,338,217
SPCC330.08,chromosome3,+,124563,125978,124276,127050,1415,287,1072
SPCC330.09 ,chromosome3,+,127294,129198,127245,129392,1904,49,194
SPCC330.10,chromosome3,+,129844,131013,NA,NA,1169,NA,NA
SPCC330.11,chromosome3,+,131517,135560,NA,NA,4043,NA,NA
SPCC330.12c ,chromosome3,-,135957,136499,135746,136662,542,211,163
SPCC330.13 ,chromosome3,+,137021,137749,136807,NA,728,214,NA
SPCC330.14c ,chromosome3,-,138096,138545,138083,138575,449,13,30
SPCC330.19c,chromosome3,-,108005,108337,NA,NA,332,NA,NA
SPCC338.02,chromosome3,-,1368882,1369259,NA,NA,377,NA,NA
SPCC338.03c,chromosome3,+,1368919,1369344,NA,NA,425,NA,NA
SPCC338.04,chromosome3,-,1367793,1368355,1367752,1368410,562,41,55
SPCC338.05c,chromosome3,+,1366621,1367477,NA,1367640,856,NA,163
SPCC338.06c ,chromosome3,+,1365222,1365641,1365112,NA,419,110,NA
SPCC338.07c ,chromosome3,+,1362628,1364868,1362628,1364868,2240,0,0
SPCC338.08,chromosome3,-,1358891,1359819,NA,NA,928,NA,NA
SPCC338.10c ,chromosome3,+,1357902,1358426,1357796,1358622,524,106,196
SPCC338.11c,chromosome3,+,1356326,1357237,1356147,1357300,911,179,63
SPCC338.12,chromosome3,-,1355276,1355509,1355155,1355596,233,121,87
SPCC338.13 ,chromosome3,-,1351993,1354209,1351692,1354440,2216,301,231
SPCC338.14 ,chromosome3,-,1350062,1351084,1349656,1351084,1022,406,0
SPCC338.15 ,chromosome3,-,1347822,1349398,1347730,1349436,1576,92,38
SPCC338.16,chromosome3,-,1345394,1347127,NA,NA,1733,NA,NA
SPCC338.17c,chromosome3,+,1343092,1345058,1342946,1345475,1966,146,417
SPCC338.18,chromosome3,-,1341269,1341622,NA,NA,353,NA,NA
SPCC364.01,chromosome3,-,484965,485979,484910,486011,1014,55,32
SPCC364.02c,chromosome3,+,483585,484739,483585,NA,1154,0,NA
SPCC364.03 ,chromosome3,-,482235,482798,481996,482821,563,239,23
SPCC364.04c ,chromosome3,+,479727,481751,479686,NA,2024,41,NA
SPCC364.05 ,chromosome3,-,476046,478988,475890,479025,2942,156,37
SPCC364.06,chromosome3,-,474390,475571,473635,475615,1181,755,44
SPCC364.07 ,chromosome3,-,470668,472068,470119,472316,1400,549,248
SPCC417.02,chromosome3,-,1670321,1670605,NA,NA,284,NA,NA
SPCC417.03,chromosome3,+,1672003,1672364,NA,NA,361,NA,NA
SPCC417.04,chromosome3,+,1673314,1673856,NA,NA,542,NA,NA
SPCC417.05c,chromosome3,-,1675418,1676956,1675090,1677016,1538,328,60
SPCC417.06c,chromosome3,-,1677471,1679436,NA,NA,1965,NA,NA
SPCC417.07c,chromosome3,-,1679924,1683271,1679877,1683450,3347,47,179
SPCC417.08,chromosome3,+,1685666,1688809,1685650,1688897,3143,16,88
SPCC417.09c ,chromosome3,-,1691782,1694432,NA,NA,2650,NA,NA
SPCC417.10 ,chromosome3,+,1695726,1697252,NA,NA,1526,NA,NA
SPCC417.11c ,chromosome3,-,1698190,1699497,NA,NA,1307,NA,NA
SPCC417.12 ,chromosome3,+,1699739,1701301,NA,NA,1562,NA,NA
SPCC417.15,chromosome3,-,1702711,1702842,NA,NA,131,NA,NA
SPCC4B3.01,chromosome3,-,1177872,1178825,1177837,1178825,953,35,0
SPCC4B3.02c ,chromosome3,+,1176759,1177404,1176681,1177726,645,78,322
SPCC4B3.03c,chromosome3,+,1173490,1175529,NA,1175965,2039,NA,436
SPCC4B3.04c ,chromosome3,+,1168730,1172786,1168540,NA,4056,190,NA
SPCC4B3.05c ,chromosome3,+,1166571,1167837,1166506,1167990,1266,65,153
SPCC4B3.06c,chromosome3,+,1165188,1165790,1165188,1165790,602,0,0
SPCC4B3.07,chromosome3,-,1162869,1164050,1162657,1164086,1181,212,36
SPCC4B3.08 ,chromosome3,-,1161336,1161992,1161336,1162216,656,0,224
SPCC4B3.09c ,chromosome3,+,1160411,1161080,NA,NA,669,NA,NA
SPCC4B3.10c,chromosome3,+,1158148,1160126,NA,NA,1978,NA,NA
SPCC4B3.11c,chromosome3,+,1156206,1156556,1156111,NA,350,95,NA
SPCC4B3.12,chromosome3,-,1154281,1155606,1154076,1156055,1325,205,449
SPCC4B3.13 ,chromosome3,-,1152243,1153862,1152150,1153911,1619,93,49
SPCC4B3.14,chromosome3,-,1150842,1151714,1150830,1151766,872,12,52
SPCC4B3.15,chromosome3,-,1147453,1150215,1147367,1150390,2762,86,175
SPCC4B3.16,chromosome3,-,1146383,1147141,1146375,1147200,758,8,59
SPCC4B3.17 ,chromosome3,-,1145056,1145907,1145056,1145990,851,0,83
SPCC4B3.18 ,chromosome3,-,1143091,1144041,1142692,1144342,950,399,301
SPCC4E9.01c,chromosome3,-,1223686,1226925,NA,NA,3239,NA,NA
SPCC4E9.02,chromosome3,+,1227545,1228792,1227227,1229041,1247,318,249
SPCC4F11.02,chromosome3,+,2004679,2005722,2004595,2006631,1043,84,909
SPCC4F11.03c,chromosome3,-,2006732,2007739,2006632,NA,1007,100,NA
SPCC4F11.04c ,chromosome3,-,2008159,2009196,NA,NA,1037,NA,NA
SPCC4F11.05,chromosome3,+,2010502,2010789,2010426,NA,287,76,NA
SPCC4G3.02,chromosome3,-,468839,469688,NA,NA,849,NA,NA
SPCC4G3.03,chromosome3,-,466796,467839,NA,NA,1043,NA,NA
SPCC4G3.04c ,chromosome3,+,464937,465983,464890,466156,1046,47,173
SPCC4G3.05c,chromosome3,+,462720,464714,NA,NA,1994,NA,NA
SPCC4G3.06c ,chromosome3,+,461951,462385,461951,462470,434,0,85
SPCC4G3.07c,chromosome3,+,460117,461502,459886,461756,1385,231,254
SPCC4G3.08,chromosome3,-,458100,459410,457795,459446,1310,305,36
SPCC4G3.09c ,chromosome3,+,455303,457210,455100,457576,1907,203,366
SPCC4G3.10c,chromosome3,+,452369,454429,451857,454770,2060,512,341
SPCC4G3.11,chromosome3,-,450465,451415,450261,451636,950,204,221
SPCC4G3.12c ,chromosome3,+,447264,449729,446797,450041,2465,467,312
SPCC4G3.13c ,chromosome3,+,445404,446051,445256,446357,647,148,306
SPCC4G3.14 ,chromosome3,-,443170,444756,443001,445146,1586,169,390
SPCC4G3.15c ,chromosome3,+,442039,442696,441572,442835,657,467,139
SPCC4G3.16,chromosome3,-,440054,441271,NA,441462,1217,NA,191
SPCC4G3.17,chromosome3,-,439064,439660,438765,439700,596,299,40
SPCC4G3.18 ,chromosome3,-,435937,438423,435907,438550,2486,30,127
SPCC4G3.19,chromosome3,-,432395,434674,432331,434750,2279,64,76
SPCC548.02c,chromosome3,-,219185,220283,NA,NA,1098,NA,NA
SPCC548.03c,chromosome3,-,221199,222701,NA,NA,1502,NA,NA
SPCC548.04 ,chromosome3,+,223385,223852,223333,NA,467,52,NA
SPCC548.05c ,chromosome3,-,224087,225643,223882,225808,1556,205,165
SPCC548.06c ,chromosome3,-,226757,228400,226357,228830,1643,400,430
SPCC548.07c,chromosome3,-,232834,234507,NA,NA,1673,NA,NA
SPCC550.01c,chromosome3,-,1185888,1186167,NA,NA,279,NA,NA
SPCC550.02c,chromosome3,-,1186393,1187568,NA,1187568,1175,NA,0
SPCC550.03c ,chromosome3,-,1187735,1191376,1187735,1191376,3641,0,0
SPCC550.04c ,chromosome3,-,1191937,1193071,1191695,1193182,1134,242,111
SPCC550.05,chromosome3,+,1194197,1194943,1194005,NA,746,192,NA
SPCC550.06c ,chromosome3,-,1195418,1195732,1195051,1195820,314,367,88
SPCC550.07,chromosome3,+,1198190,1199791,NA,NA,1601,NA,NA
SPCC550.08,chromosome3,+,1200989,1201732,NA,NA,743,NA,NA
SPCC550.09 ,chromosome3,+,1202535,1204142,1202257,1204236,1607,278,94
SPCC550.10,chromosome3,+,1205004,1206506,NA,NA,1502,NA,NA
SPCC550.11 ,chromosome3,+,1207663,1211089,1207645,1211497,3426,18,408
SPCC550.12,chromosome3,+,1212008,1213356,1211990,1213642,1348,18,286
SPCC550.13,chromosome3,+,1214446,1216083,1214356,1216501,1637,90,418
SPCC550.14 ,chromosome3,+,1217178,1221017,1216887,1221340,3839,291,323
SPCC550.15c ,chromosome3,-,1221616,1223007,1221450,1223156,1391,166,149
